sig_id,peak_current,peak_potential,peak_AUC,peak_FWHM,pca1_comp,first_derivative_max,second_derivative_min,left_slope,right_slope,asymetry,peak_sharpness,peak_compactness,current_variance,peak_skewness,peak_kurtosis,tchebichef_curve_moments,mean_peak,signal_entropy,spectral_entropy,fft_power,pca2_comp,pca3_comp,wavelet_energy,concentration
24,0.2645277514399433,-0.39702,0.01717969083434204,0.062857,29.97527321662063,7.545865339460553,-404.12038427637094,5.64559437881246,-4.580028777333982,1.232654783033643,4.208405610193666,0.39505071974962697,0.4031170363070779,0.23270157340943956,-0.01674697917346002,-0.12294876058223417,0.10150552711360294,3.417598529833945,4.178046746752391,92.31380131432086,9.161683131584846,1.635534772140256,30664.24544912055,1
25,0.266372404630094,-0.39702,0.01708090755192239,0.062857,31.788374122857793,7.504587987361212,-454.9216965717977,5.901731997948471,-4.622279343474156,1.2768012401242426,4.237752432188842,0.34005315356255383,0.4490080762067506,0.2491208473080074,-0.04921953676793489,-0.1235390293902623,0.08827036628036782,3.481705290425446,4.11604101677888,102.82284945134586,9.324389585097924,1.6907256424614785,34835.14195505488,1
26,0.12470989964268893,-0.392185,0.007877394825169652,0.053186999999999984,30.006468215230903,3.77288988275175,-266.0301083557889,2.759007106522223,-2.315933885340559,1.1913151424512751,2.3447440096769694,0.3842315998873577,0.4039573293067437,0.5864255461603183,0.5320325576129066,-0.049630148212493674,0.04653977173010252,3.6029897925889856,4.136554892373297,92.5062284112443,9.007046982246827,1.6120161400612398,30867.874916513705,0.5
27,0.13220774137020277,-0.39702,0.00804036233606552,0.053186999999999984,28.327396048702987,4.142957410015349,-264.73948548113015,3.037034694805462,-2.3519104007074625,1.2913054399912138,2.485715332133845,0.38114654313951424,0.36479400074795076,0.147735013809119,-0.28705015797415934,-0.06380224019847158,0.04885944126270279,4.005991104203576,4.18705893345917,83.53782617128071,8.651373973448656,1.5381461344478202,27334.59424635532,0.5
28,0.11989827880065085,-0.392185,0.007595142887518743,0.05802199999999996,29.14281939703333,3.588498323158551,-180.42854261873242,2.6779046147628307,-2.3589197843758507,1.1352249586864949,2.066427885985504,0.39700525060670777,0.38565980516257214,0.12144736659238313,-0.31691425754494507,-0.058470595927121234,0.04615106734208001,3.6566790963306226,4.172371706659927,88.31609538222902,8.67032296790255,1.4742527389511306,29040.557721345387,0.5
29,0.12707586375248325,-0.363174,0.00789367946064127,0.05802199999999996,4.061951831681494,4.7121283130481135,-344.4295594262594,3.1289521140024523,-2.400970833245511,1.3032028838821392,2.190132428259683,0.42823653191736205,0.008710578454430703,0.07430231286917895,-0.40711647852691923,-0.06547461669304892,0.0525778203561635,3.241047813327611,4.775737136204232,1.994722466064631,1.5212337646008403,0.38550976406391124,475.4024981319863,0.5
30,0.1287595381291766,-0.363174,0.007696123267466463,0.05802199999999996,12.131039961885735,3.25802124850578,-223.04876693682638,2.8528616286522035,-2.579743372864906,1.105870319761298,2.2191502900482,0.38630409038579683,0.08810986641907377,0.0829481816264917,-0.39299610563433074,-0.06332692260485276,0.048204618135603575,3.3255481124394413,4.829575367916737,20.17715940996789,3.531163590578031,0.38900612334460083,4939.814721102476,0.5
31,0.13149420863191463,-0.363174,0.008038214803230536,0.05802200000000002,10.643363105272266,4.018224509734381,-317.7687087683153,3.2549390221881365,-2.5341908943830616,1.2844095641739484,2.2662819039659885,0.3612231931483432,0.07103312861253029,0.001071675246088273,-0.04292063143954383,-0.0533402884714949,0.04616408916877987,3.9123913037522,4.929365849825088,16.26658645226943,3.1348513712253028,0.4169713857230806,3769.664946255332,0.5
32,0.06634533480719994,-0.35833899999999996,0.003858998168495477,0.053186999999999984,10.711624377070917,2.415782555283836,-140.06380024125588,1.5258369073146054,-1.3976760447525807,1.0916956851648065,1.2473975747306665,0.4296322174190917,0.07179200097207282,0.20041058148736857,-0.3012245338577584,-0.03364350825068196,0.027501223541250487,3.3486135673609203,4.912420134127757,16.44036822260467,3.1061887329769844,0.3577143800808841,3861.6338824857257,0.25
33,0.06148797328552057,-0.353504,0.003470234454496242,0.053186999999999984,10.030770223449624,2.0193674876165453,-143.3805608326825,1.3201693273129582,-1.546726751565872,0.8535245970087787,1.1560714701998718,0.46689344905699137,0.06369312525198897,-0.00199466770965367,-0.6914517274576579,-0.03315971875918849,0.027539504523671158,3.8243592858911857,4.928647685711763,14.585725682705476,2.99131212421362,0.3036482410269383,3359.7966120556616,0.25
